stemmed_tweet,label
dapet driver orang batak marga tampubolon nama depan sembunyi umur udah deh jalan ngobrol ketawaketawa serasa ngobrol sama sepupu sendiri halak hita dang adong mati mauliate godang lae hu horas,happy
oke sekian terima diskusi tidak terima nasehat dr orang yg bom meni bom punya anak anak bukan usia toddler karna gue yakin lo gak paham rasa campur aduk lo punya anak usia toddler,sadness
kurang erti cinta juga benci tidakpernah mau kenal,sadness
astaga ayam goreng bentuk puppy,shock
hilang salah satu karyawan tepat lebaran lagi aku pusing cari ganti cari karywan pabrik tahu susah banding nyari orang jd tukang parkir,sadness
gue ajar dr akun2 ig yg kerap memposting foto seronok yg wajar mpe yg vulgar gue perhatiin seringkali si milik akun cuek dgn bnyk nya kata2 kalimat jorok akhir muncul justifikasi bahwasanya nglakuin macam cat calling dunia nyata adlh wajar,anger
wkwkwk ga nyangka ajaa,shock
gk perlu mnta maap kalik beda perspektif mah wajar yg lebay mah ngapus twit neg bkn bela simic jg tp slama vv gk lapor pulisi bhwa udh jadi korban leceh mah msh tetep urus private mreka bdua dm gmn awa,anger
congratulation selamat adik cewek ke2 atas lahir putri ke3 gue kakak turut suka cita syukur senang beri selamat allah swt prosesing salin putri ke3 nya malam kakak doa moga putri ke3 nya jadi putri shalihah,happy
aku aku jatuh cinta aksara sebab aku bicara semesta hanya lewat untai kata yang cerita ialah kita,love
juta kali bong kasih tau pak harto kejam pki bandit rampok lo turun kelompok mana bong hahahahaha,anger
kenal giat blusukan pasarpasar ganggang sempit tuju presiden ri sematamata dapat interaksi langsung masyarakat indonesia jokowisekalilagi,love
askmf klen yg kulit normal skincarenya byk ga si aku pgn ngejaga kulit bersih tp takut knp2 klo make macem2 trs mas kecil jg wkwk,fear
eh sumpah gue takut bgt ajg ga nyangka serame,shock
tidak sedang masalah teman sahabat saudara siapa sedang jenuh mungkin juga sadar kalau masingmasing punya problem sendiri jenuh puncak mereka hanya minta tanpa mena kabar,sadness
sayang amat hatihati mau itu utuh gak mau lihat luka moga kau rasa apa yg saya rasa kau orang yg paling aku sayang ibu,love
kalo jempol bersih gak item2 kuku gak panjang arti bersih arti orang bersih males jorok kaki bagi paling lupa remeh utk bersih btw br tau x arti nya,disgust
kang pamer sok pol cuih ngang ngong jorok kakean omong,disgust
selamat datang ibs bulan depan kaka wakakakak,happy
terima kasih terima kash banyak tuhan semua crew dancers sponsor media partner dn semua yg dukung sukses acara dn terima kash buat semua audience yg dtg,happy
aduh mampus gue mau bawa apa astaga gue gak pernah luar provinsi jauh kek gin oceh sembari tata barang bawa,shock
yah padahal asik main nexian messenger nxm dulu sempet chatingan bareng raditya dika wlwlw habis nexian koid terus alih bebe,happy
muhammad ali lebih dar tinju muslim baik manusia baik era modern teguh prinsip lembut gemar amp,happy
turut dukacita atas korban gempa bumi lombok moga tuhan senantiasa ikan baik prayforlombok cc,sadness
sukses n keren banget dgn no1 kualitas bhn krja cita2 pu waris ampe cu2 sukses tims bbpjn6 barokah limpah,happy
ga nyangka bgtt benerrann main brngg,shock
aku jatuh cinta pada siap terima asa tanpa rasa paksa siapa moga kamu ingin selamat malam gadis,love
alhamdulillah listrik nyala kembalisaya warga sedang takziah diam almarhum warga yg wafat terima kasih cc,happy
min mau nanya dong jl awahab syarani batu ampar balikpapan utara kok mati listrik yaaa padahal jadwal pelihara besok lho,sadness
enggak pernah sama sekali batas buat chatan or main sama siapa aja serah karna makin larang makin sempat orang buat bohongin tuh gede jadi serah lah yah ensenang aja jalan hubung iniw,love
kaak kapan nih kak update jaemren angst halo sender astaga kamu inget aku mau up jaemren angst maap belum selesai selesai nih ngedraftnya padahal ken banget up tungguin tellonym,shock
ibuqu demen bgt teriak becanda gt ngelawaq mulu demen india kalo udh ngeliat beranta dikit udh dah ngomul wkwk tp aku sayang bgt dong kalo nyuruh teh meni ga satu2 kalo udh marah rem tp gampang baeknya lg moga sehat sehat slalu,love
sayang cuman km yg buat mas nafas kamu oksigen mas sayang,love
jasa kirim sangat profesional sampe kapan gak pake jasa kirim lagi tanggap adu lama awas aja paket sy yg nyasar krn tugas salah input sampe ilang arti su viralkan,anger
jorok banget laki ewh,disgust
maluuuu bgt astaga,shock
hooh tau deh si cewe orin kali gamungkin abel kan baru inget orin astaga wrwrwr suudzon terus aku percaya sama teh via apa jadi se,shock
ga nyangka nemenin cowo ngerjain ta sampe lulus trs nemenin interview trs nemenin tes sampe besok day 1 ayang kerjaaaa,shock
ri siap naik harga bbmemang rakyat mau apa klo bbm naikmau beli sukur tdk beli terserahmau demo silah ingin dicidukpmrintah kok lawan,anger
gue sedih nngis skrg liat diri gue yg skrg np sedih bgt lu astaga wkwk,shock
dulu wa isi kalimat manis redam penat sembul semangat mood booster sekarang gombal hilang ganti omel versi digital bos suka pedes bikin trauma buka wa,sadness
kamu memang dingin kamu perhati kamu keras dengan aku ajar cara jadi wanita tidak manja tetap tangguh ah sayang,love
meja jilat anjg jorok,disgust
akhir akan lewat semua semua dulu bayang betapa sulit lalu di akhir hanya ajar ajar ajar petik semua hikmah bisa petik siap depan,happy
ada maksud lemah negara islam umum satu bangsa islam kapan wujud lihat yg turki erdogan nya buat belum cukup saya bagai orang muslim lihat nya terlalu di buat israel laknatullah,sadness
astaga baru sadar aku dighosting,shock
food test rendang bebek lagiii bapak uyul juragan kuliner milik warung kopi alhamdulillah lulus uji kata cociiiks saran langsung main she,happy
awal nonton cuma 4 orang tenang bgt 25 menit film jalan begitu masuk gerombol alayers lansung bising nya gak tolong,anger
marak isu sexual harassment mulai gitasav via kata gabisa diem jadi speakup biar masyarakat aware peduli menurutkuuu apa laku via bukan speakup lebih malu,sadness
jangan krn save kampus alas tuk pelihara laku teror negeri baik kapolri tawar fh fz gar depan penggrebekan laku teroris rasa tegang itu langsung aktivis bukan segala bila tak,anger
blg ttp pegang janji nikah tdk brhak hakim suami mndoakan suami yakin suami akn brtobat akan ke dia,sadness
kok rem serius btw udah lama pas sma 3 tahun yg lalu badan makin cungkring emang makan byk ga ngaruh sender,fear
ah eyang pelit tidaksaya carin istri tujuh nih,anger
jorok ih,disgust
mulai benihbenih cinta pas ngomong pake bahasa indo mulai itu jadi suka nungguin cb jadi ahgase pas never ever ngerasa telat bgt sih ga ngestan bobrok7 wkwkwk nnton variety shownya makin tau bobrok mak,happy
apa salah si mbak dishare ulang postan mu iku grup udh tenggelem jauh kirim poto poto tau sendiri kan gregetan aku tu mbak karo koe,anger
gue gak nyangka dapat momen jeben ini bahkan biosi yg upload aneh tau gak wkwkwk,shock
ga nyangka kannn,shock
astaga gak baca tweet ikut wkwkw maaf,shock
dengerin lagu gue rasa kati iya kati karna gue rasa olah bighit dengar jawab doa gue buat ngerilis lagu fake love versi iniso thank you so much bighit,happy
buat aku kan eh mas adi makasih 3 semangat buat kamu,love
tadi gue lewat jalan aga rame orang jual gua liat yg dagang baju baju tulis gantipresiden2019 gila mesti ga sih sampe kaya gitunya kadang gua bingung ama orang indonesia ga pernah rasa syukur,anger
saya laku mikir keras 1 mantengin leptop harap ide buntu 2 nyetel musik harap rileks otak biar inspirasi buntu 3 glibagglibug kasur renung luk bantal kemudian tidur,sadness
g mw jorok sering boker smbrngan,disgust
kalo gak duli kita perhati kalo tak mau dengar kita bicara kepada kalo putus pergi kita tahan ikut tak perlu cari jawab karna kamu perlu hilang kalo,sadness
gak sih situ sekali aja mikir sendiri kalo mau ngerjain tugas gausah soknanya liat dong punya buat acu aja aku mau ngerjain nih tapi bingung ya situ udah sering kayak gitu jadi ku tau awal cuman alibi,anger
bagi orang lagu mungkin alay ini lagu pertama yg ai bawain pake sound panggung lumayan bagus i was nothing back then,happy
akhirakhir banyak orang pergi ucap salam pergi tinggal tinggal hal wajar hidup bukan simpul sekali ikat akan ikat lama abadi ada dunia sekarang mungkin dunia lanjut,sadness
panjang umur murah rezeki silaturrahmi bukbermendesa,happy
aku mungkin pikir semua ikhlas sekarang aku sadar pada saat itu kami sama sekali ikhlas,sadness
e btw tumblr bener2 blokir bwt indo yak berbulanbulan akhir nya app nya beneran kaga di buka ngiteeeerr mulu,sadness
anjir bayangin kamar banyak puntung rokok sama bungkus granita bekas terus kalo pulang sekolah sepatu naronya asal asal yg suka marah2 gueh teteh luuu jorok bgt si bersiin gw buang nih barang loooo,disgust
citacita jadi menang giveaway akhir capai yeayy voucher gratis makan pizzahut terima kasihh pilih haru sekali,happy
enggak pernah beli barang mahal lebih happy cari sesuai budget lebih hati hati pakai biar awet lama baru ganti kalo ilangrusak,happy
waaaaa ken tapi ga ga pakai gitu sekarang mah starbucks in jakarta barat dki jakarta,sadness
pergi antar sama teman gak bawa hp udah janji biar jemput jam tengah 2 krna saya tidur yg jemput gak nongol2 bingung mau gmna akhir jalan kaki 2 km siang bolong ngeri kali lahh vanashh syekaleh vemirsyahh,fear
kalau jujur sampe sekarang gue bom sepenuh terima perilaku ga sopan orang yg usaha keluar masuk hubung dulu gue ngerasa ga adil aja gue ga pernah ngerusak hubung orang sampe sekarang kalau gue inget cara masuk gue ga habis pikir,anger
hari ibu sudh usia 29 thn ulang thn 2 kue drku aku dktnya qyara kau tau ingin aku selalu ada di moment hidup betapa aku hadir dlm segala yg senang dlm hidup tp tak bs laku syng,sadness
pakai asa sekali ngmng nya cmn bnrn caesar sm connor yg didi sm darren its not bad lah untung demen sm pda nyanyi,happy
transj gw diri mau baik hati kasih tempat duduk bapak tua tp si bapak tua gak mau eehh malah cowo gak sopan yg dudukin tempat duduk hadeehhh,anger
tidur makin tak tenang mak astagfiirullah mungkin salah satu arwah kecoakecoa yg lama gue bunuh lupa gue ucap bismillahinalillah proses musnah,sadness
jorok bau pelit mulut lemes,disgust
lagu banyak sih aku bener bener suka sama awake lagu buat aku semangat ngejar mimpi buat dapet sertifikat bahasa jepang,happy
sayang ga nyangka rehan udah manggil amel sayang,shock
aku iya jelek apa muka si taka foto tetep aja liat kawai nataku tp kalo cowo pasti langsung dlm hati alay bet dah nih cowok,love
eug takut kalo nanti rasa tdk mau tani trs jauh trs nyindir trs ku tak enak malas ngampus dan macammacam akibat,fear
sumpah kamu bau banget,disgust
astaga ndraaa wkwkwkwkw,shock
br keluar goa lu ga tau presiden lu ancam bunuh dikacung2in ma bicah viral video nya ga mgkn kalo ga tau parah lu,anger
temen yg udh lma ngga ketemu terus main kedai pd bilang lau gemuk bray gue si ngerasanya gitu ngilangin bosen pas sepi biasa si gg ngemil minum manis sama aje yak tp tanya ujung suka gg enak makmur ni traktir lah martabak suek,anger
mau ngucapin happy birthday yg 24 buat de nursehah smoga berkah umur rezeki sehat slalu makin rajin ibadah tetap jadi wanita kuat yg inspirasi bnyak org wish u all the best girl inisahurtiketcomharike20,happy
buat teriak teriak ganti presidengimana pulang kampung naik kereta apibagus kan stasiun keretakereta api bagus ber ac semuacoba 4 tahun yg lalubanyak copetnyaaahh byk calonyaaahh,anger
pas nonton gak nyangka dohyun effortless lucu,shock
bagus tindak sangat hebat sebentar tunjang hakim jaksa pensiun naik 300 wiraswasta silah gigit jari hambur2kan utang duit to nyari dukung jokowi tunjang kerja tnipolri naik 70 persen cair juli,anger
haha iya deh tidur p bagen sehat wkwk,happy
tp alam yg minim takut orang2 udah ga percaya duluan udah semester atas trus pas oprec kan biasa yg wawancara udah anak 2016 angkata bawah suka minder gt waah udah sekali mutualan yuu aku butuh positive people sep,fear
makanya aku paham mbak via vallen marah banget dapet dm gitu kenapa malah dibully cewe2 yg bully apa kalo dapet dm kayak gitu dianggep buah puji kali soal kalo goda arti menarique ew,anger
sejuk damai pandang hampar hijau sawah bak permadani sini bisa ajar hasil baik butuh perhati baik desa wonotirto samboja kalimantan,happy
neng banget dah rambut rol maleman akhir ngembang wkwk kasi bet dah dr dulu rambut lurus dicatok kyk gmn aja bawa ttp lurus,happy
1 dulu hingga sekarang bagaimana biasa langsung kali pasuk bulan ramadan giat pariwisata indonesia asa lesu viwihotdealsformiddleeast,sadness
males ah kalo bahas jorok ntar topeng polos gue buka,disgust
astaga iya udh februari,shock
samasama makasih makasih fans selamat jadi anak rumah d,happy
nona perlu takut ini gerimis kan ku siap rumah teduh barangkali ubah jadi hujan angin ceritakemarinsore spoiler,love
ku inget ayah pulang hampir 3bulan lalu kalo sempat sekali rasa aku gamau yg waktu yg buang brsama ayah,sadness
waakakak ga nyangka km cemplung kpop mana satu server sm aku,shock
syetan iblis aja sampe bengong bengong baca tweet inimrk aja blm pikir goda manusia sampe segitu nya mmg evolusi manusia syetan balik sangat cepat,fear
tinggal my partner mudik fight sendiri terus jadi tiap malem tp alhamdulillah aja yg bantuin gooks maksi bet brother free kopi dulu yak,happy
kalian pernah ngga sih ngerasain gmn rasa deg degan nerima sms pemberitahuan kuota tinggal 7mb kalian lg asikasiknya tlponan harus keluar cari kuota lg bisa lanjut ngobrol,fear
iya maaf im not good enough omong selalu kasar sama jorok aku gak pinter ngatur emosi makasih udah mau jadi temen aku,disgust
mksd nya tu yg jarak rumah jauh tu d samain ama yg ngekost kasi aja gitu gin kan mana jauh trs tiba pingsan d jalan gimana coba kalo napa mksdnya rapat jan ampe jam 11 malem itu pd ngapain ngepet kasi badan kalian astaga,shock
kopi siang rasa sangat pas sperti kamu pilih pergi dia kau rasa pantas tinggal luka masih sangat bekas sperti sisa kopi ampas kopi,sadness
astaga manusia tolol ulah,shock
romantis turut selalu dilakuin jalankalau jalan kaki gak ngebiarin aku sisi luarsupaya hindar keserempetselalu dijagain gitu,love
kepentok dikit langsung kereboot otomatis bbnya kalau udah terlalu lelet nekan apa gak ya jalan satu2nya copot batrenya biar restart produk gagal emang merk di masa rame yg berbondong2 utk beli hp hany,sadness
ga pernah bikin status galau ig sekali bikin banyak yg kepoooo pd sotoyyy lgsg jadiin bahan gosip sok pangnyaho na weh sebel efeklgdatengtamu,anger
ada giat kantor pusat tepat rencana tgl pulang arti tiket pulang gratis,happy
saveviavallen marak opini malah support mbavia sedih banyak anggap lelucon makin aneh banyak perempuan pojok mbavia fanatisme tinggi buat empati hilang tempat,sadness
darimana mau walikota keluar ac bonceng motor traika dateng lokasi bom kalau ga punya jiwa bonek ga mungkin mau kritik dpr mpr tangan jabat tubuh bungkuk pd ag,anger
kalau disaatsaat kaya gin rasa gue kepingin banget tinggal kampung allah daerah gue udh ga adat istiadat sundanya huhu monangis,sadness
cuma burung kagak jorok,disgust
bangun tidur dapet kabar temen terima kerja aja aku sujud syukur neng banget gatau lebay apa yak bep nyari kerja iya susah imma proud friend,happy
klo aku sih bukber krena aku cuma indonesia smpe akhir bulan baru balik indonesia after 14months jdi aku bukber malah maksa klo km punya temen yg kayak aku apa km tetep gk mau ikut temen deket gk ktemu 14bulan,sadness
sampai informasi giat dana desa jangan kirim hastag mantion,anger
alhamdulillah rabbil alamin terimakasih atas segenap dukung doa semua keluarga kerabat lahir putra hari 9 juli 2018 pukul 928 berat 3 55kg rumah,happy
parah kan wonhee kan cantik banget,happy
happy mensive my love makasih udh nemenin lama tiga bulan ga rasa udh panjang aja jalan lama aku ngerasa ngasih apa apa buat kamu maaf aku ga romantis kerja aku cuma jailin kamu kamu percaya tiap detik aku selalu sayang kamu,love
